"ID","pubYear","best_common","common_length","common_first_3","common_last_3","common_last_2","best_full","full_first","full_mid","full_last","full_word_count","stat","bio","optics_count"
22701463,2012,"mppd",4,"mpp","ppd","pd","medicago phosphoprotein database","medicago","phosphoprotein","database",3,"opaque","opaque",1006
25432968,2015,"medicmine",9,"med","ine","ne","medicago truncatula genome database","medicago","truncatula genome","database",4,"opaque","translucent",94
32079733,2020,"mtsspdb",7,"mts","pdb","db","medicago truncatula small secreted peptide database","medicago","truncatula small secreted peptide","database",6,"opaque","opaque",1006
22309450,2012,"mtdb",4,"mtd","tdb","db","medicago truncatula transporter database","medicago","truncatula transporter","database",4,"opaque","opaque",1006
35424258,2021,"mefsat",6,"mef","sat","at","medicinal fungi secondary metabolites and therapeutics","medicinal","fungi secondary metabolites and","therapeutics",6,"opaque","opaque",1006
24391364,2013,"maps",4,"map","aps","ps","medicinal plant activities, phytochemicals & structural database","medicinal","plant activities, phytochemicals & structural","database",6,"opaque","opaque",1006
31231773,2019,"mepmirdb",8,"mep","rdb","db","medicinal plant microrna database","medicinal","plant microrna","database",4,"opaque","translucent",94
27681445,2017,"mpd3",4,"mpd","pd3","d3","medicinal plants database for drug designing","medicinal","plants database for drug","designing",6,"opaque","opaque",1006
26173767,2015,"mfmd",4,"mfm","fmd","md","mediterranean founder mutation database","mediterranean","founder mutation","database",4,"opaque","opaque",1006
26424083,2015,"mgdb",4,"mgd","gdb","db","melanoma gene database","melanoma","gene","database",3,"opaque","opaque",1006
33822911,2021,"mensadb",7,"men","adb","db","membrane protein dimer novel structure analyser database","membrane","protein dimer novel structure analyser","database",7,"opaque","opaque",1006
24194596,2014,"mp:pd",5,"mp:",":pd","pd","membrane protein packing database","membrane","protein packing","database",4,"opaque","opaque",1006
24475242,2014,"metametadb",10,"met","adb","db","meta-metagenomic database","meta-metagenomic","","database",3,"opaque","translucent",94
26322134,2015,"mines",5,"min","nes","es","metabolic in silico network expansions","metabolic","in silico network","expansions",5,"opaque","opaque",1006
31648227,2019,"manet",5,"man","net","et","metabolic molecular ancestry networks","metabolic","molecular ancestry","networks",4,"opaque","opaque",1006
33382886,2020,"metsrr",6,"met","srr","rr","metabolic syndrome research resource","metabolic","syndrome research","resource",4,"opaque","opaque",1006
31637139,2019,"ncrna2mets",10,"ncr","ets","ts","metabolic syndrome-associated non-coding rna database","metabolic","syndrome-associated non-coding rna","database",7,"opaque","translucent",94
24828308,2014,"meko",4,"mek","eko","ko","metabolite profiling database for knock-out mutants in arabidopsis","metabolite","profiling database for knock-out mutants in","arabidopsis",9,"opaque","opaque",1006
22096233,2012,"minas",5,"min","nas","as","metal ions in nucleic acids","metal","ions in nucleic","acids",5,"opaque","opaque",1006
31504189,2020,"melad",5,"mel","lad","ad","metalloenzyme-ligand association database","metalloenzyme-ligand","association","database",4,"opaque","opaque",1006
33084905,2021,"medas",5,"med","das","as","metazoan developmental alternative splicing database","metazoan","developmental alternative splicing","database",5,"opaque","opaque",1006
23219992,2013,"ment",4,"men","ent","nt","methylation and expression database of normal and tumor tissues","methylation","and expression database of normal and tumor","tissues",9,"opaque","opaque",1006
33835460,2021,"met-db",6,"met","-db","db","methyltranscriptome database","methyltranscriptome","","database",2,"opaque","opaque",1006
21349870,2011,"mpid-t2",7,"mpi","-t2","t2","mhc-peptide interaction database-tr version 2","mhc-peptide","interaction database-tr version","2",7,"opaque","opaque",1006
29869221,2019,"mu3d",4,"mu3","u3d","3d","miami university deception detection database","miami","university deception detection","database",5,"opaque","opaque",1006
29177508,2018,"mvp",3,"mvp","mvp","vp","microbe versus phage","microbe","versus","phage",3,"opaque","opaque",1006
23118485,2013,"mbgd",4,"mbg","bgd","gd","microbial genome database for comparative analysis","microbial","genome database for comparative","analysis",6,"opaque","opaque",1006
23178820,2013,"microbpad md",12,"mic","md","md","microbial pathogen diagnostic methods database","microbial","pathogen diagnostic methods","database",5,"opaque","opaque",1006
31042284,2019,"ml repo",7,"ml","epo","po","microbiome learning repo","microbiome","learning","repo",3,"opaque","opaque",1006
33125077,2021,"masi",4,"mas","asi","si","microbiota-active substance interactions database","microbiota-active","substance interactions","database",5,"opaque","opaque",1006
33903708,2021,"map",3,"map","map","ap","microrna analysis portal","microrna","analysis","portal",3,"opaque","opaque",1006
21177657,2011,"mesadb",6,"mes","adb","db","microrna expression and sequence analysis database","microrna","expression and sequence analysis","database",6,"opaque","opaque",1006
25425035,2014,"micropir",8,"mic","pir","ir","microrna promoter interaction resource","microrna","promoter interaction","resource",4,"opaque","opaque",1006
28854643,2017,"msdb",4,"msd","sdb","db","microsatellite database","microsatellite","","database",2,"opaque","opaque",1006
29109711,2017,"mipepbase",9,"mip","ase","se","mimicry peptide database","mimicry","peptide","database",3,"opaque","translucent",94
22146221,2012,"mnm",3,"mnm","mnm","nm","minimotif miner","minimotif","","miner",2,"opaque","opaque",1006
31612915,2020,"mibig",5,"mib","big","ig","minimum information about a biosynthetic gene cluster data standard and repository","minimum","information about a biosynthetic gene cluster data standard and","repository",11,"opaque","opaque",1006
31404401,2019,"mirdrn",6,"mir","drn","rn","mirdrn-mirna disease regulatory network","mirdrn-mirna","disease regulatory","network",5,"opaque","translucent",94
30963485,2019,"mirandb",7,"mir","ndb","db","mirna algorithmic network database","mirna","algorithmic network","database",4,"opaque","translucent",94
27742822,2017,"mirpathdb",9,"mir","hdb","db","mirna pathway dictionary database","mirna","pathway dictionary","database",4,"opaque","translucent",94
29106642,2018,"msdd",4,"msd","sdd","dd","mirna snp disease database","mirna","snp disease","database",4,"opaque","opaque",1006
25542617,2015,"mseqdr",6,"mse","qdr","dr","mitochondrial disease sequence data resource","mitochondrial","disease sequence data","resource",5,"opaque","opaque",1006
24170808,2014,"mitobreak",9,"mit","eak","ak","mitochondrial dna breakpoints database","mitochondrial","dna breakpoints","database",4,"opaque","translucent",94
22123747,2012,"mitozoa",7,"mit","zoa","oa","mitochondrial genome database of metazoans","mitochondrial","genome database of","metazoans",5,"opaque","translucent",94
25435547,2015,"mpic",4,"mpi","pic","ic","mitochondrial protein import components (mpic) database","mitochondrial","protein import components (mpic)","database",6,"translucent","opaque",6
34266386,2021,"mitotox",7,"mit","tox","ox","mitochondrial toxicity database","mitochondrial","toxicity","database",3,"opaque","transparent",17
34729303,2021,"mcdb",4,"mcd","cdb","db","mitotic catastrophe database","mitotic","catastrophe","database",3,"opaque","opaque",1006
32386298,2020,"mgp portal",10,"mgp","tal","al","mnemiopsis genome project portal","mnemiopsis","genome project","portal",4,"opaque","opaque",1006
21856757,2011,"modencode",9,"mod","ode","de","model organism encyclopedia of dna elements","model","organism encyclopedia of dna","elements",6,"opaque","opaque",1006
29284660,2018,"modern",6,"mod","ern","rn","model organism encyclopedia of regulatory networks","model","organism encyclopedia of regulatory","networks",6,"opaque","opaque",1006
24350770,2014,"moped",5,"mop","ped","ed","model organism protein expression database","model","organism protein expression","database",5,"opaque","opaque",1006
33835459,2021,"modomics",8,"mod","ics","cs","modification pathways database","modification","pathways","database",3,"opaque","opaque",1006
29618898,2018,"modii",5,"mod","dii","ii","molecular database on indian insects","molecular","database on indian","insects",5,"opaque","opaque",1006
25022454,2014,"micad",5,"mic","cad","ad","molecular imaging and contrast agent database","molecular","imaging and contrast agent","database",6,"opaque","opaque",1006
22096227,2012,"mint",4,"min","int","nt","molecular interaction database","molecular","interaction","database",3,"opaque","opaque",1006
29155944,2018,"mist",4,"mis","ist","st","molecular interaction search tool","molecular","interaction search","tool",4,"opaque","opaque",1006
24319143,2014,"mmdb",4,"mmd","mdb","db","molecular modeling database","molecular","modeling","database",3,"opaque","opaque",1006
28104956,2016,"mpdb",4,"mpd","pdb","db","molecular pathways brain database","molecular","pathways brain","database",4,"opaque","opaque",1006
30092360,2018,"mpdsdm",6,"mpd","sdm","dm","molecular property diagnostic suite for diabetes mellitus","molecular","property diagnostic suite for diabetes","mellitus",7,"opaque","opaque",1006
21546393,2011,"msigdb",6,"msi","gdb","db","molecular signatures database","molecular","signatures","database",3,"opaque","opaque",1006
34510194,2021,"modb",4,"mod","odb","db","mollusca mitochondrial database","mollusca","mitochondrial","database",3,"opaque","opaque",1006
30944327,2019,"miadb",5,"mia","adb","db","monoterpene indole alkaloid database","monoterpene","indole alkaloid","database",4,"opaque","opaque",1006
23860041,2014,"mgdd",4,"mgd","gdd","dd","moroccan genetic disease database","moroccan","genetic disease","database",4,"opaque","opaque",1006
24923822,2014,"morusdb",7,"mor","sdb","db","morus genome database","morus","genome","database",3,"opaque","translucent",94
32386544,2020,"ccfv3",5,"ccf","fv3","v3","mouse brain common coordinate framework","mouse","brain common coordinate","framework",5,"opaque","opaque",1006
33104772,2021,"gxd",3,"gxd","gxd","xd","mouse gene expression database","mouse","gene expression","database",4,"opaque","opaque",1006
22075990,2012,"mgd",3,"mgd","mgd","gd","mouse genome database","mouse","genome","database",3,"opaque","opaque",1006
23110975,2012,"mgi",3,"mgi","mgi","gi","mouse genome informatics","mouse","genome","informatics",3,"opaque","opaque",1006
22139941,2012,"mmmdb",5,"mmm","mdb","db","mouse multiple tissue metabolome database","mouse","multiple tissue metabolome","database",5,"opaque","opaque",1006
22102583,2012,"mpd",3,"mpd","mpd","pd","mouse phenome database","mouse","phenome","database",3,"opaque","opaque",1006
25332399,2015,"mtb",3,"mtb","mtb","tb","mouse tumor biology database","mouse","tumor biology","database",4,"opaque","opaque",1006
23071556,2012,"mk4mdd",6,"mk4","mdd","dd","multi-level knowledge base for major depressive disorder","multi-level","knowledge base for major depressive","disorder",8,"opaque","opaque",1006
28651363,2017,"neurommsig",10,"neu","sig","ig","multimodal mechanistic signatures for neurodegenerative diseases","multimodal","mechanistic signatures for neurodegenerative","diseases",6,"opaque","translucent",94
31652812,2019,"mmdb",4,"mmd","mdb","db","murine microbiome database","murine","microbiome","database",3,"opaque","opaque",1006
32777102,2020,"msk-kp",6,"msk","-kp","kp","musculoskeletal knowledge portal","musculoskeletal","knowledge","portal",3,"opaque","opaque",1006
27907895,2017,"mutlbsgenedb",12,"mut","edb","db","mutated ligand binding site gene database","mutated","ligand binding site gene","database",6,"opaque","translucent",94
26513174,2015,"mdp",3,"mdp","mdp","dp","mutations and drugs portal","mutations","and drugs","portal",4,"opaque","opaque",1006
29401218,2018,"muthtp",6,"mut","htp","tp","mutations in human transmembrane proteins","mutations","in human transmembrane","proteins",5,"opaque","opaque",1006
29036655,2017,"mfib",4,"mfi","fib","ib","mutual folding induced by binding","mutual","folding induced by","binding",5,"opaque","opaque",1006
33514395,2021,"mpm",3,"mpm","mpm","pm","my personal mutanome","my","personal","mutanome",3,"opaque","opaque",1006
33653882,2021,"msr",3,"msr","msr","sr","mycobacterial systems resource","mycobacterial","systems","resource",3,"opaque","opaque",1006
21904429,2011,"mgdb",4,"mgd","gdb","db","mycobacteriophage genome database","mycobacteriophage","genome","database",3,"opaque","opaque",1006
21584191,2011,"mtb-pcdb",8,"mtb","cdb","db","mycobacterium tuberculosis proteome comparison database","mycobacterium","tuberculosis proteome comparison","database",5,"opaque","opaque",1006
34025934,2021,"mycotrap-db",11,"myc","-db","db","mycobacterium tuberculosis resistance associated","mycobacterium","tuberculosis resistance","associated",4,"opaque","translucent",94
21880546,2011,"mtbsd",5,"mtb","bsd","sd","mycobacterium tuberculosis structural database","mycobacterium","tuberculosis structural","database",4,"opaque","opaque",1006
29897419,2018,"mardy",5,"mar","rdy","dy","mycology antifungal resistance database","mycology","antifungal resistance","database",4,"opaque","opaque",1006
34900127,2021,"mikb",4,"mik","ikb","kb","myocardial infarction knowledge base","myocardial","infarction knowledge","base",4,"opaque","opaque",1006
29917040,2018,"mpd",3,"mpd","mpd","pd","mypathogen database","mypathogen","","database",2,"opaque","opaque",1006
33103271,2020,"nandesyn",8,"nan","syn","yn","nannochloropsis design and synthesis","nannochloropsis","design and","synthesis",4,"opaque","opaque",1006
21928249,2011,"rbla03s4sp",10,"rbl","4sp","sp","nanosized cancer polymarker biochip project","nanosized","cancer polymarker biochip","project",5,"opaque","opaque",1006
26013919,2015,"nig_mog",7,"nig","mog","og","national institute of genetics mouse genome database","national","institute of genetics mouse genome","database",7,"opaque","opaque",1006
21982653,2011,"gentac",6,"gen","tac","ac","national registry of genetically triggered thoracic aortic aneurysms and cardiovascular conditions","national","registry of genetically triggered thoracic aortic aneurysms and cardiovascular","conditions",11,"opaque","opaque",1006
25178289,2014,"npcdb",5,"npc","cdb","db","native pig and chicken breed database","native","pig and chicken breed","database",6,"opaque","opaque",1006
27530928,2016,"nldb",4,"nld","ldb","db","natural ligand database","natural","ligand","database",3,"opaque","opaque",1006
33306802,2020,"npbs",4,"npb","pbs","bs","natural products & biological sources","natural","products & biological","sources",4,"opaque","opaque",1006
23203877,2013,"npact",5,"npa","act","ct","naturally occurring plant-based anti-cancer compound-activity-target database","naturally","occurring plant-based anti-cancer compound-activity-target","database",10,"opaque","opaque",1006
26183225,2015,"neu-gd",6,"neu","-gd","gd","near east university genetic mutation database","near","east university genetic mutation","database",6,"opaque","opaque",1006
33514746,2021,"ngd",3,"ngd","ngd","gd","nelumbo genome database","nelumbo","genome","database",3,"opaque","opaque",1006
29739837,2018,"nvertx",6,"nve","rtx","tx","nematostella vectensis embryogenesis and regeneration transcriptomics","nematostella","vectensis embryogenesis and regeneration","transcriptomics",6,"opaque","opaque",1006
23996831,2014,"naps",4,"nap","aps","ps","nencki affective picture system","nencki","affective picture","system",4,"opaque","opaque",1006
27899613,2017,"nsdna",5,"nsd","dna","na","nervous system disease ncrnaome atlas","nervous","system disease ncrnaome","atlas",5,"translucent","opaque",6
26516186,2016,"ncg",3,"ncg","ncg","cg","network of cancer genes","network","of cancer","genes",4,"opaque","opaque",1006
31809863,2019,"psymukb",7,"psy","ukb","kb","neuropsychiatric mutation knowledge base","neuropsychiatric","mutation knowledge","base",4,"opaque","translucent",94
22517761,2012,"ngs",3,"ngs","ngs","gs","next generation sequencing catalog","next","generation sequencing","catalog",4,"opaque","opaque",1006
21884625,2011,"nfi-regulome",12,"nfi","ome","me","nfi-regulome database","nfi-regulome","","database",3,"opaque","translucent",94
28086860,2017,"nadh",4,"nad","adh","dh","nicotiana attenuata data hub","nicotiana","attenuata data","hub",4,"opaque","opaque",1006
26393351,2015,"dknet",5,"dkn","net","et","niddk information network","niddk","information","network",3,"opaque","opaque",1006
27152146,2016,"ncro",4,"ncr","cro","ro","non-coding rna ontology","non-coding","rna","ontology",4,"opaque","opaque",1006
25392405,2015,"nhprtr",6,"nhp","rtr","tr","non-human primate reference transcriptome resource","non-human","primate reference transcriptome","resource",6,"opaque","opaque",1006
24297257,2014,"nectar",6,"nec","tar","ar","non-synonymous enriched coding mutation archive","non-synonymous","enriched coding mutation","archive",6,"opaque","opaque",1006
21491493,2011,"ncad",4,"nca","cad","ad","noncoded amino acids database","noncoded","amino acids","database",4,"opaque","opaque",1006
31640730,2019,"nard",4,"nar","ard","rd","northeast asian reference database","northeast","asian reference","database",4,"opaque","opaque",1006
27285615,2016,"neihpid",7,"nei","pid","id","northeast india helminth parasite information database","northeast","india helminth parasite information","database",6,"opaque","opaque",1006
28641017,2017,"nanpdb",6,"nan","pdb","db","northern african natural products database","northern","african natural products","database",5,"opaque","opaque",1006
30354114,2019,"nr-dbind",8,"nr-","ind","nd","nuclear receptors database including negative data","nuclear","receptors database including negative","data",6,"opaque","opaque",1006
28775335,2017,"nubbedb",7,"nub","edb","db","nuclei of bioassays, ecophysiology and biosynthesis of natural products database","nuclei","of bioassays, ecophysiology and biosynthesis of natural products","database",10,"opaque","opaque",1006
24185695,2014,"ndb",3,"ndb","ndb","db","nucleic acid database","nucleic","acid","database",3,"opaque","opaque",1006
27905517,2016,"g4ipdb",6,"g4i","pdb","db","nucleic acid g-quadruplex structure (g4) interacting proteins database","nucleic","acid g-quadruplex structure (g4) interacting proteins","database",9,"opaque","opaque",1006
26896846,2016,"naldb",5,"nal","ldb","db","nucleic acid ligand database","nucleic","acid ligand","database",4,"opaque","opaque",1006
26656949,2016,"npidb",5,"npi","idb","db","nucleic acid-protein interaction database","nucleic","acid-protein interaction","database",5,"opaque","opaque",1006
33021634,2021,"ndb",3,"ndb","ndb","db","nucleome data bank","nucleome","data","bank",3,"opaque","opaque",1006
30335176,2019,"nucmap",6,"nuc","map","ap","nucleosome positioning map","nucleosome","positioning","map",3,"opaque","translucent",94
26507856,2016,"nbdb",4,"nbd","bdb","db","nucleotide binding database","nucleotide","binding","database",3,"opaque","opaque",1006
29201145,2017,"ocdd",4,"ocd","cdd","dd","obesity and co-morbid disease database","obesity","and co-morbid disease","database",6,"opaque","opaque",1006
34655133,2022,"oas",3,"oas","oas","as","observed antibody space","observed","antibody","space",3,"opaque","opaque",1006
31831730,2019,"opd",3,"opd","opd","pd","odonate phenotypic database","odonate","phenotypic","database",3,"opaque","opaque",1006
32693783,2020,"order",5,"ord","der","er","oilseed rape developmental expression resource","oilseed","rape developmental expression","resource",5,"opaque","opaque",1006
28365722,2017,"ocappi-db",9,"oca","-db","db","oligonucleotide capture probes for pathogen identification database","oligonucleotide","capture probes for pathogen identification","database",7,"opaque","opaque",1006
26827236,2016,"ogdd",4,"ogd","gdd","dd","olive genetic diversity database","olive","genetic diversity","database",4,"opaque","opaque",1006
25399418,2015,"oma",3,"oma","oma","ma","oma orthology database","oma","orthology","database",3,"opaque","opaque",1006
28511181,2017,"1-cmdb",6,"1-c","mdb","db","one-carbon metabolism database","one-carbon","metabolism","database",4,"opaque","opaque",1006
25428349,2015,"omim",4,"omi","mim","im","online mendelian inheritance in man","online","mendelian inheritance in","man",5,"opaque","opaque",1006
30535146,2019,"ogob",4,"ogo","gob","ob","oomycete gene order browser","oomycete","gene order","browser",4,"opaque","opaque",1006
22768977,2012,"otd",3,"otd","otd","td","oomycete transcriptomics database","oomycete","transcriptomics","database",3,"opaque","opaque",1006
33361798,2021,"octad",5,"oct","tad","ad","open cancer therapeutic discovery","open","cancer therapeutic","discovery",4,"opaque","opaque",1006
31566225,2020,"ogrdb",5,"ogr","rdb","db","open germline receptor database","open","germline receptor","database",4,"opaque","opaque",1006
26578589,2016,"oreganno",8,"ore","nno","no","open regulatory annotation database","open","regulatory annotation","database",4,"opaque","translucent",94
26496950,2016,"opentein",8,"ope","ein","in","open teratoma investigation","open","teratoma","investigation",3,"opaque","opaque",1006
31662803,2018,"odiac",5,"odi","iac","ac","open-source data inventory for anthropogenic co2","open-source","data inventory for anthropogenic","co2",7,"opaque","opaque",1006
33247934,2020,"ogda",4,"ogd","gda","da","organelle genome database for algae","organelle","genome database for","algae",5,"opaque","opaque",1006
34241085,2021,"ocelot",6,"oce","lot","ot","organic crystals in electronic and light-oriented technologies","organic","crystals in electronic and light-oriented","technologies",8,"opaque","opaque",1006
28182744,2017,"omdb",4,"omd","mdb","db","organic materials database","organic","materials","database",3,"opaque","opaque",1006
21890895,2012,"opm",3,"opm","opm","pm","orientations of proteins in membranes","orientations","of proteins in","membranes",5,"opaque","opaque",1006
26995712,2016,"odcs",4,"odc","dcs","cs","orphan disease connections","orphan","disease","connections",3,"opaque","opaque",1006
26637529,2015,"onrldb",6,"onr","ldb","db","orphan nuclear receptor ligand binding database","orphan","nuclear receptor ligand binding","database",6,"opaque","opaque",1006
34122478,2021,"psdx",4,"psd","sdx","dx","p. trichocarpa stem differentiating xylem  database","p.","trichocarpa stem differentiating xylem","database",6,"opaque","opaque",1006
29223505,2018,"pgmd",4,"pgm","gmd","md","pakistan genetic mutation database","pakistan","genetic mutation","database",4,"opaque","opaque",1006
29455297,2018,"pep725",6,"pep","725","25","pan european phenological database","pan","european phenological","database",4,"opaque","opaque",1006
31373607,2020,"pird",4,"pir","ird","rd","pan immune repertoire database","pan","immune repertoire","database",4,"opaque","opaque",1006
21731755,2011,"pansnpdb",8,"pan","pdb","db","pan-asian snp genotyping database","pan-asian","snp genotyping","database",5,"opaque","translucent",94
31599098,2020,"psmd",4,"psm","smd","md","pan-species microsatellite database","pan-species","microsatellite","database",4,"opaque","opaque",1006
24839966,2014,"pcd",3,"pcd","pcd","cd","pancreatic cancer database","pancreatic","cancer","database",3,"opaque","opaque",1006
24569397,2014,"pcmdb",5,"pcm","mdb","db","pancreatic cancer methylation database","pancreatic","cancer methylation","database",4,"opaque","opaque",1006
24163255,2014,"ped",3,"ped","ped","ed","pancreatic expression database","pancreatic","expression","database",3,"opaque","opaque",1006
27616775,2016,"pgd",3,"pgd","pgd","gd","pangolin genome database","pangolin","genome","database",3,"opaque","opaque",1006
23093593,2013,"pave",4,"pav","ave","ve","papillomavirus episteme","papillomavirus","","episteme",2,"opaque","opaque",1006
33304468,2020,"pdmethdb",8,"pdm","hdb","db","parkinson's disease methylation database","parkinson's","disease methylation","database",5,"opaque","translucent",94
25414340,2015,"phi-base",8,"phi","ase","se","pathogen-host interactions database","pathogen-host","interactions","database",4,"opaque","opaque",1006
31337335,2019,"pptdb",5,"ppt","tdb","db","pathogenic protist transmembranome database","pathogenic","protist transmembranome","database",4,"opaque","opaque",1006
27625390,2017,"pathoyeastract",14,"pat","act","ct","pathogenic yeast search for transcriptional regulators and consensus tracking","pathogenic","yeast search for transcriptional regulators and consensus","tracking",9,"opaque","translucent",94
25336619,2015,"paidb",5,"pai","idb","db","pathogenicity island database","pathogenicity","island","database",3,"opaque","opaque",1006
24225323,2014,"patric",6,"pat","ric","ic","pathosystems resource integration center","pathosystems","resource integration","center",4,"opaque","opaque",1006
23046413,2012,"paged",5,"pag","ged","ed","pathway and gene enrichment database","pathway","and gene enrichment","database",5,"opaque","opaque",1006
31950190,2020,"pcalistdb",9,"pca","tdb","db","pca related lifestyle database","pca","related lifestyle","database",4,"opaque","opaque",1006
32810235,2021,"pcat",4,"pca","cat","at","pdx for childhood cancer therapeutics","pdx","for childhood cancer","therapeutics",5,"opaque","opaque",1006
29126123,2018,"pedam",5,"ped","dam","am","pediatric disease annotations & medicines","pediatric","disease annotations &","medicines",4,"opaque","translucent",94
28365721,2017,"pcppi",5,"pcp","ppi","pi","penicillium -crop protein-protein interactions","penicillium","-crop protein-protein","interactions",5,"opaque","opaque",1006
29982280,2019,"pepbdb",6,"pep","bdb","db","peptide binding database","peptide","binding","database",3,"opaque","translucent",94
30134653,2018,"padfrag",7,"pad","rag","ag","pesticide and drug fragments","pesticide","and drug","fragments",4,"opaque","opaque",1006
23162083,2013,"ptid",4,"pti","tid","id","pesticide-target interaction database","pesticide-target","interaction","database",4,"opaque","opaque",1006
34387941,2021,"pharmgkb",8,"pha","gkb","kb","pharmacogenomics knowledgebase","pharmacogenomics","","knowledgebase",2,"opaque","transparent",17
22559792,2012,"pkkb",4,"pkk","kkb","kb","pharmacokinetics knowledge base","pharmacokinetics","knowledge","base",3,"opaque","opaque",1006
28862395,2018,"pms_dn",6,"pms","_dn","dn","phelan-mcdermid syndrome data network","phelan-mcdermid","syndrome data","network",5,"opaque","opaque",1006
22009677,2012,"phenom",6,"phe","nom","om","phenomics of yeast mutants","phenomics","of yeast","mutants",4,"opaque","translucent",94
27026615,2016,"phekb",5,"phe","ekb","kb","phenotype knowledgebase","phenotype","","knowledgebase",2,"opaque","opaque",1006
21507258,2011,"phemadb",7,"phe","adb","db","phenotype microarray database","phenotype","microarray","database",3,"opaque","opaque",1006
32646415,2020,"eccparacorp",11,"ecc","orp","rp","physician data query","physician","data","query",3,"opaque","opaque",1006
23396298,2013,"pipemicrodb",11,"pip","odb","db","pigeonpea microsatellite database","pigeonpea","microsatellite","database",3,"opaque","opaque",1006
28651001,2017,"pptfdb",6,"ppt","fdb","db","pigeonpea transcription factors database","pigeonpea","transcription factors","database",4,"opaque","opaque",1006
34107869,2021,"pinir",5,"pin","nir","ir","pin-ii type pis information resource","pin-ii","type pis information","resource",6,"opaque","opaque",1006
30245835,2018,"pgd",3,"pgd","pgd","gd","pineapple genomics database","pineapple","genomics","database",3,"opaque","opaque",1006
31103066,2019,"pat",3,"pat","pat","at","placental atlas tool","placental","atlas","tool",3,"opaque","opaque",1006
23426257,2013,"planform",8,"pla","orm","rm","planarian formalization","planarian","","formalization",2,"opaque","opaque",1006
28053167,2017,"pcerbase",8,"pce","ase","se","plant cerna database","plant","cerna","database",3,"opaque","opaque",1006
29040761,2018,"pcsd",4,"pcs","csd","sd","plant chromatin state database","plant","chromatin state","database",4,"opaque","opaque",1006
33546584,2021,"plantannot",10,"pla","not","ot","plant co-expression annotation resource","plant","co-expression annotation","resource",5,"opaque","translucent",94
23688397,2013,"planex",6,"pla","nex","ex","plant co-expression database","plant","co-expression","database",4,"opaque","opaque",1006
33997360,2021,"pcpd",4,"pcp","cpd","pd","plant cytochrome p450 database","plant","cytochrome p450","database",4,"opaque","opaque",1006
30364952,2019,"ped",3,"ped","ped","ed","plant editosome database","plant","editosome","database",3,"opaque","opaque",1006
27987164,2017,"pgdbj",5,"pgd","dbj","bj","plant genome database japan","plant","genome database","japan",4,"opaque","opaque",1006
23180799,2013,"pgdd",4,"pgd","gdd","dd","plant genome duplication database","plant","genome duplication","database",4,"opaque","opaque",1006
34111777,2021,"pid",3,"pid","pid","id","plant intron database","plant","intron","database",3,"opaque","opaque",1006
27742820,2017,"piece",5,"pie","ece","ce","plant intron exon comparison and evolution","plant","intron exon comparison and","evolution",6,"opaque","opaque",1006
33079992,2021,"plncdb",6,"pln","cdb","db","plant long non-coding rna database","plant","long non-coding rna","database",6,"opaque","translucent",94
31602478,2020,"pmiren",6,"pmi","ren","en","plant mirna encyclopedia","plant","mirna","encyclopedia",3,"opaque","translucent",94
23725466,2013,"pmted",5,"pmt","ted","ed","plant mirna target expression database","plant","mirna target expression","database",5,"opaque","opaque",1006
24174541,2014,"p-mite",6,"p-m","ite","te","plant mite database","plant","mite","database",3,"opaque","opaque",1006
27924044,2017,"plamom",6,"pla","mom","om","plant mobile macromolecules","plant","mobile","macromolecules",3,"opaque","opaque",1006
22058132,2012,"plantnatsdb",11,"pla","sdb","db","plant nat database","plant","nat","database",3,"opaque","transparent",17
25398903,2015,"pnrd",4,"pnr","nrd","rd","plant ncrna database","plant","ncrna","database",3,"opaque","opaque",1006
22369214,2012,"nsltpdb",7,"nsl","pdb","db","plant non-specific lipid transfer protein database","plant","non-specific lipid transfer protein","database",7,"opaque","translucent",94
25505034,2015,"podc",4,"pod","odc","dc","plant omics data center","plant","omics data","center",4,"opaque","opaque",1006
24092884,2014,"podb",4,"pod","odb","db","plant organelles database","plant","organelles","database",3,"opaque","opaque",1006
30395277,2019,"plantpan",8,"pla","pan","an","plant promoter analysis navigator","plant","promoter analysis","navigator",4,"opaque","translucent",94
27987179,2017,"ppdb",4,"ppd","pdb","db","plant promoter database","plant","promoter","database",3,"opaque","opaque",1006
25435546,2015,"plant-pras",10,"pla","ras","as","plant protein annotation suite database","plant","protein annotation suite","database",5,"opaque","translucent",94
24243849,2014,"p(3)db",6,"p(3",")db","db","plant protein phosphorylation database","plant","protein phosphorylation","database",4,"opaque","opaque",1006
24980131,2014,"plant rdna",10,"pla","dna","na","plant rdna database","plant","rdna","database",3,"opaque","transparent",17
31796964,2019,"prp",3,"prp","prp","rp","plant regulomics portal","plant","regulomics","portal",3,"opaque","opaque",1006
23161682,2013,"prgdb",5,"prg","gdb","db","plant resistance genes database","plant","resistance genes","database",4,"opaque","opaque",1006
28111365,2017,"plantrgdb",9,"pla","gdb","db","plant retrocopied gene database","plant","retrocopied gene","database",4,"opaque","translucent",94
34059664,2021,"pssrd",5,"pss","srd","rd","plant ssr database","plant","ssr","database",3,"opaque","opaque",1006
30587128,2018,"psrn",4,"psr","srn","rn","plant stress rna-seq nexus","plant","stress rna-seq","nexus",5,"opaque","opaque",1006
34716373,2021,"ppmdb",5,"ppm","mdb","db","plantpathmarks","plantpathmarks",NA,"plantpathmarks",1,"opaque","opaque",1006
