"ID","pubYear","best_common","best_full","stat","bio","common_length","common_first_3","common_last_3","common_last_2","full_first","full_mid","full_last","full_word_count"
29106642,2018,"msdd","mirna snp disease database","opaque","opaque",4,"msd","sdd","dd","mirna","snp disease","database",4
25542617,2015,"mseqdr","mitochondrial disease sequence data resource","opaque","opaque",6,"mse","qdr","dr","mitochondrial","disease sequence data","resource",5
24170808,2014,"mitobreak","mitochondrial dna breakpoints database","opaque","translucent",9,"mit","eak","ak","mitochondrial","dna breakpoints","database",4
22123747,2012,"mitozoa","mitochondrial genome database of metazoans","opaque","translucent",7,"mit","zoa","oa","mitochondrial","genome database of","metazoans",5
25435547,2015,"mpic","mitochondrial protein import components (mpic) database","translucent","opaque",4,"mpi","pic","ic","mitochondrial","protein import components (mpic)","database",6
34266386,2021,"mitotox","mitochondrial toxicity database","opaque","transparent",7,"mit","tox","ox","mitochondrial","toxicity","database",3
34729303,2021,"mcdb","mitotic catastrophe database","opaque","opaque",4,"mcd","cdb","db","mitotic","catastrophe","database",3
32386298,2020,"mgp portal","mnemiopsis genome project portal","opaque","opaque",10,"mgp","tal","al","mnemiopsis","genome project","portal",4
21856757,2011,"modencode","model organism encyclopedia of dna elements","opaque","opaque",9,"mod","ode","de","model","organism encyclopedia of dna","elements",6
29284660,2018,"modern","model organism encyclopedia of regulatory networks","opaque","opaque",6,"mod","ern","rn","model","organism encyclopedia of regulatory","networks",6
24350770,2014,"moped","model organism protein expression database","opaque","opaque",5,"mop","ped","ed","model","organism protein expression","database",5
33835459,2021,"modomics","modification pathways database","opaque","opaque",8,"mod","ics","cs","modification","pathways","database",3
29618898,2018,"modii","molecular database on indian insects","opaque","opaque",5,"mod","dii","ii","molecular","database on indian","insects",5
25022454,2014,"micad","molecular imaging and contrast agent database","opaque","opaque",5,"mic","cad","ad","molecular","imaging and contrast agent","database",6
22096227,2012,"mint","molecular interaction database","opaque","opaque",4,"min","int","nt","molecular","interaction","database",3
29155944,2018,"mist","molecular interaction search tool","opaque","opaque",4,"mis","ist","st","molecular","interaction search","tool",4
24319143,2014,"mmdb","molecular modeling database","opaque","opaque",4,"mmd","mdb","db","molecular","modeling","database",3
28104956,2016,"mpdb","molecular pathways brain database","opaque","opaque",4,"mpd","pdb","db","molecular","pathways brain","database",4
30092360,2018,"mpdsdm","molecular property diagnostic suite for diabetes mellitus","opaque","opaque",6,"mpd","sdm","dm","molecular","property diagnostic suite for diabetes","mellitus",7
21546393,2011,"msigdb","molecular signatures database","opaque","opaque",6,"msi","gdb","db","molecular","signatures","database",3
34510194,2021,"modb","mollusca mitochondrial database","opaque","opaque",4,"mod","odb","db","mollusca","mitochondrial","database",3
30944327,2019,"miadb","monoterpene indole alkaloid database","opaque","opaque",5,"mia","adb","db","monoterpene","indole alkaloid","database",4
23860041,2014,"mgdd","moroccan genetic disease database","opaque","opaque",4,"mgd","gdd","dd","moroccan","genetic disease","database",4
24923822,2014,"morusdb","morus genome database","opaque","translucent",7,"mor","sdb","db","morus","genome","database",3
32386544,2020,"ccfv3","mouse brain common coordinate framework","opaque","opaque",5,"ccf","fv3","v3","mouse","brain common coordinate","framework",5
33104772,2021,"gxd","mouse gene expression database","opaque","opaque",3,"gxd","gxd","xd","mouse","gene expression","database",4
22075990,2012,"mgd","mouse genome database","opaque","opaque",3,"mgd","mgd","gd","mouse","genome","database",3
23110975,2012,"mgi","mouse genome informatics","opaque","opaque",3,"mgi","mgi","gi","mouse","genome","informatics",3
22139941,2012,"mmmdb","mouse multiple tissue metabolome database","opaque","opaque",5,"mmm","mdb","db","mouse","multiple tissue metabolome","database",5
22102583,2012,"mpd","mouse phenome database","opaque","opaque",3,"mpd","mpd","pd","mouse","phenome","database",3
25332399,2015,"mtb","mouse tumor biology database","opaque","opaque",3,"mtb","mtb","tb","mouse","tumor biology","database",4
23071556,2012,"mk4mdd","multi-level knowledge base for major depressive disorder","opaque","opaque",6,"mk4","mdd","dd","multi-level","knowledge base for major depressive","disorder",8
28651363,2017,"neurommsig","multimodal mechanistic signatures for neurodegenerative diseases","opaque","translucent",10,"neu","sig","ig","multimodal","mechanistic signatures for neurodegenerative","diseases",6
31652812,2019,"mmdb","murine microbiome database","opaque","opaque",4,"mmd","mdb","db","murine","microbiome","database",3
32777102,2020,"msk-kp","musculoskeletal knowledge portal","opaque","opaque",6,"msk","-kp","kp","musculoskeletal","knowledge","portal",3
27907895,2017,"mutlbsgenedb","mutated ligand binding site gene database","opaque","translucent",12,"mut","edb","db","mutated","ligand binding site gene","database",6
26513174,2015,"mdp","mutations and drugs portal","opaque","opaque",3,"mdp","mdp","dp","mutations","and drugs","portal",4
29401218,2018,"muthtp","mutations in human transmembrane proteins","opaque","opaque",6,"mut","htp","tp","mutations","in human transmembrane","proteins",5
29036655,2017,"mfib","mutual folding induced by binding","opaque","opaque",4,"mfi","fib","ib","mutual","folding induced by","binding",5
33514395,2021,"mpm","my personal mutanome","opaque","opaque",3,"mpm","mpm","pm","my","personal","mutanome",3
33653882,2021,"msr","mycobacterial systems resource","opaque","opaque",3,"msr","msr","sr","mycobacterial","systems","resource",3
21904429,2011,"mgdb","mycobacteriophage genome database","opaque","opaque",4,"mgd","gdb","db","mycobacteriophage","genome","database",3
21584191,2011,"mtb-pcdb","mycobacterium tuberculosis proteome comparison database","opaque","opaque",8,"mtb","cdb","db","mycobacterium","tuberculosis proteome comparison","database",5
34025934,2021,"mycotrap-db","mycobacterium tuberculosis resistance associated","opaque","translucent",11,"myc","-db","db","mycobacterium","tuberculosis resistance","associated",4
21880546,2011,"mtbsd","mycobacterium tuberculosis structural database","opaque","opaque",5,"mtb","bsd","sd","mycobacterium","tuberculosis structural","database",4
29897419,2018,"mardy","mycology antifungal resistance database","opaque","opaque",5,"mar","rdy","dy","mycology","antifungal resistance","database",4
34900127,2021,"mikb","myocardial infarction knowledge base","opaque","opaque",4,"mik","ikb","kb","myocardial","infarction knowledge","base",4
29917040,2018,"mpd","mypathogen database","opaque","opaque",3,"mpd","mpd","pd","mypathogen","","database",2
33103271,2020,"nandesyn","nannochloropsis design and synthesis","opaque","opaque",8,"nan","syn","yn","nannochloropsis","design and","synthesis",4
21928249,2011,"rbla03s4sp","nanosized cancer polymarker biochip project","opaque","opaque",10,"rbl","4sp","sp","nanosized","cancer polymarker biochip","project",5
26013919,2015,"nig_mog","national institute of genetics mouse genome database","opaque","opaque",7,"nig","mog","og","national","institute of genetics mouse genome","database",7
21982653,2011,"gentac","national registry of genetically triggered thoracic aortic aneurysms and cardiovascular conditions","opaque","opaque",6,"gen","tac","ac","national","registry of genetically triggered thoracic aortic aneurysms and cardiovascular","conditions",11
25178289,2014,"npcdb","native pig and chicken breed database","opaque","opaque",5,"npc","cdb","db","native","pig and chicken breed","database",6
27530928,2016,"nldb","natural ligand database","opaque","opaque",4,"nld","ldb","db","natural","ligand","database",3
33306802,2020,"npbs","natural products & biological sources","opaque","opaque",4,"npb","pbs","bs","natural","products & biological","sources",4
23203877,2013,"npact","naturally occurring plant-based anti-cancer compound-activity-target database","opaque","opaque",5,"npa","act","ct","naturally","occurring plant-based anti-cancer compound-activity-target","database",10
26183225,2015,"neu-gd","near east university genetic mutation database","opaque","opaque",6,"neu","-gd","gd","near","east university genetic mutation","database",6
33514746,2021,"ngd","nelumbo genome database","opaque","opaque",3,"ngd","ngd","gd","nelumbo","genome","database",3
29739837,2018,"nvertx","nematostella vectensis embryogenesis and regeneration transcriptomics","opaque","opaque",6,"nve","rtx","tx","nematostella","vectensis embryogenesis and regeneration","transcriptomics",6
23996831,2014,"naps","nencki affective picture system","opaque","opaque",4,"nap","aps","ps","nencki","affective picture","system",4
27899613,2017,"nsdna","nervous system disease ncrnaome atlas","translucent","opaque",5,"nsd","dna","na","nervous","system disease ncrnaome","atlas",5
26516186,2016,"ncg","network of cancer genes","opaque","opaque",3,"ncg","ncg","cg","network","of cancer","genes",4
31809863,2019,"psymukb","neuropsychiatric mutation knowledge base","opaque","translucent",7,"psy","ukb","kb","neuropsychiatric","mutation knowledge","base",4
22517761,2012,"ngs","next generation sequencing catalog","opaque","opaque",3,"ngs","ngs","gs","next","generation sequencing","catalog",4
21884625,2011,"nfi-regulome","nfi-regulome database","opaque","translucent",12,"nfi","ome","me","nfi-regulome","","database",3
28086860,2017,"nadh","nicotiana attenuata data hub","opaque","opaque",4,"nad","adh","dh","nicotiana","attenuata data","hub",4
26393351,2015,"dknet","niddk information network","opaque","opaque",5,"dkn","net","et","niddk","information","network",3
27152146,2016,"ncro","non-coding rna ontology","opaque","opaque",4,"ncr","cro","ro","non-coding","rna","ontology",4
25392405,2015,"nhprtr","non-human primate reference transcriptome resource","opaque","opaque",6,"nhp","rtr","tr","non-human","primate reference transcriptome","resource",6
24297257,2014,"nectar","non-synonymous enriched coding mutation archive","opaque","opaque",6,"nec","tar","ar","non-synonymous","enriched coding mutation","archive",6
21491493,2011,"ncad","noncoded amino acids database","opaque","opaque",4,"nca","cad","ad","noncoded","amino acids","database",4
31640730,2019,"nard","northeast asian reference database","opaque","opaque",4,"nar","ard","rd","northeast","asian reference","database",4
27285615,2016,"neihpid","northeast india helminth parasite information database","opaque","opaque",7,"nei","pid","id","northeast","india helminth parasite information","database",6
28641017,2017,"nanpdb","northern african natural products database","opaque","opaque",6,"nan","pdb","db","northern","african natural products","database",5
30354114,2019,"nr-dbind","nuclear receptors database including negative data","opaque","opaque",8,"nr-","ind","nd","nuclear","receptors database including negative","data",6
28775335,2017,"nubbedb","nuclei of bioassays, ecophysiology and biosynthesis of natural products database","opaque","opaque",7,"nub","edb","db","nuclei","of bioassays, ecophysiology and biosynthesis of natural products","database",10
24185695,2014,"ndb","nucleic acid database","opaque","opaque",3,"ndb","ndb","db","nucleic","acid","database",3
27905517,2016,"g4ipdb","nucleic acid g-quadruplex structure (g4) interacting proteins database","opaque","opaque",6,"g4i","pdb","db","nucleic","acid g-quadruplex structure (g4) interacting proteins","database",9
26896846,2016,"naldb","nucleic acid ligand database","opaque","opaque",5,"nal","ldb","db","nucleic","acid ligand","database",4
26656949,2016,"npidb","nucleic acid-protein interaction database","opaque","opaque",5,"npi","idb","db","nucleic","acid-protein interaction","database",5
33021634,2021,"ndb","nucleome data bank","opaque","opaque",3,"ndb","ndb","db","nucleome","data","bank",3
30335176,2019,"nucmap","nucleosome positioning map","opaque","translucent",6,"nuc","map","ap","nucleosome","positioning","map",3
26507856,2016,"nbdb","nucleotide binding database","opaque","opaque",4,"nbd","bdb","db","nucleotide","binding","database",3
29201145,2017,"ocdd","obesity and co-morbid disease database","opaque","opaque",4,"ocd","cdd","dd","obesity","and co-morbid disease","database",6
34655133,2022,"oas","observed antibody space","opaque","opaque",3,"oas","oas","as","observed","antibody","space",3
31831730,2019,"opd","odonate phenotypic database","opaque","opaque",3,"opd","opd","pd","odonate","phenotypic","database",3
32693783,2020,"order","oilseed rape developmental expression resource","opaque","opaque",5,"ord","der","er","oilseed","rape developmental expression","resource",5
28365722,2017,"ocappi-db","oligonucleotide capture probes for pathogen identification database","opaque","opaque",9,"oca","-db","db","oligonucleotide","capture probes for pathogen identification","database",7
26827236,2016,"ogdd","olive genetic diversity database","opaque","opaque",4,"ogd","gdd","dd","olive","genetic diversity","database",4
25399418,2015,"oma","oma orthology database","opaque","opaque",3,"oma","oma","ma","oma","orthology","database",3
28511181,2017,"1-cmdb","one-carbon metabolism database","opaque","opaque",6,"1-c","mdb","db","one-carbon","metabolism","database",4
25428349,2015,"omim","online mendelian inheritance in man","opaque","opaque",4,"omi","mim","im","online","mendelian inheritance in","man",5
30535146,2019,"ogob","oomycete gene order browser","opaque","opaque",4,"ogo","gob","ob","oomycete","gene order","browser",4
22768977,2012,"otd","oomycete transcriptomics database","opaque","opaque",3,"otd","otd","td","oomycete","transcriptomics","database",3
33361798,2021,"octad","open cancer therapeutic discovery","opaque","opaque",5,"oct","tad","ad","open","cancer therapeutic","discovery",4
31566225,2020,"ogrdb","open germline receptor database","opaque","opaque",5,"ogr","rdb","db","open","germline receptor","database",4
26578589,2016,"oreganno","open regulatory annotation database","opaque","translucent",8,"ore","nno","no","open","regulatory annotation","database",4
26496950,2016,"opentein","open teratoma investigation","opaque","opaque",8,"ope","ein","in","open","teratoma","investigation",3
31662803,2018,"odiac","open-source data inventory for anthropogenic co2","opaque","opaque",5,"odi","iac","ac","open-source","data inventory for anthropogenic","co2",7
33247934,2020,"ogda","organelle genome database for algae","opaque","opaque",4,"ogd","gda","da","organelle","genome database for","algae",5
34241085,2021,"ocelot","organic crystals in electronic and light-oriented technologies","opaque","opaque",6,"oce","lot","ot","organic","crystals in electronic and light-oriented","technologies",8
28182744,2017,"omdb","organic materials database","opaque","opaque",4,"omd","mdb","db","organic","materials","database",3
21890895,2012,"opm","orientations of proteins in membranes","opaque","opaque",3,"opm","opm","pm","orientations","of proteins in","membranes",5
26995712,2016,"odcs","orphan disease connections","opaque","opaque",4,"odc","dcs","cs","orphan","disease","connections",3
26637529,2015,"onrldb","orphan nuclear receptor ligand binding database","opaque","opaque",6,"onr","ldb","db","orphan","nuclear receptor ligand binding","database",6
34122478,2021,"psdx","p. trichocarpa stem differentiating xylem  database","opaque","opaque",4,"psd","sdx","dx","p.","trichocarpa stem differentiating xylem ","database",6
29223505,2018,"pgmd","pakistan genetic mutation database","opaque","opaque",4,"pgm","gmd","md","pakistan","genetic mutation","database",4
29455297,2018,"pep725","pan european phenological database","opaque","opaque",6,"pep","725","25","pan","european phenological","database",4
31373607,2020,"pird","pan immune repertoire database","opaque","opaque",4,"pir","ird","rd","pan","immune repertoire","database",4
21731755,2011,"pansnpdb","pan-asian snp genotyping database","opaque","translucent",8,"pan","pdb","db","pan-asian","snp genotyping","database",5
31599098,2020,"psmd","pan-species microsatellite database","opaque","opaque",4,"psm","smd","md","pan-species","microsatellite","database",4
24839966,2014,"pcd","pancreatic cancer database","opaque","opaque",3,"pcd","pcd","cd","pancreatic","cancer","database",3
24569397,2014,"pcmdb","pancreatic cancer methylation database","opaque","opaque",5,"pcm","mdb","db","pancreatic","cancer methylation","database",4
24163255,2014,"ped","pancreatic expression database","opaque","opaque",3,"ped","ped","ed","pancreatic","expression","database",3
27616775,2016,"pgd","pangolin genome database","opaque","opaque",3,"pgd","pgd","gd","pangolin","genome","database",3
23093593,2013,"pave","papillomavirus episteme","opaque","opaque",4,"pav","ave","ve","papillomavirus","","episteme",2
33304468,2020,"pdmethdb","parkinson's disease methylation database","opaque","translucent",8,"pdm","hdb","db","parkinson's","disease methylation","database",5
25414340,2015,"phi-base","pathogen-host interactions database","opaque","opaque",8,"phi","ase","se","pathogen-host","interactions","database",4
31337335,2019,"pptdb","pathogenic protist transmembranome database","opaque","opaque",5,"ppt","tdb","db","pathogenic","protist transmembranome","database",4
27625390,2017,"pathoyeastract","pathogenic yeast search for transcriptional regulators and consensus tracking","opaque","translucent",14,"pat","act","ct","pathogenic","yeast search for transcriptional regulators and consensus","tracking",9
25336619,2015,"paidb","pathogenicity island database","opaque","opaque",5,"pai","idb","db","pathogenicity","island","database",3
24225323,2014,"patric","pathosystems resource integration center","opaque","opaque",6,"pat","ric","ic","pathosystems","resource integration","center",4
23046413,2012,"paged","pathway and gene enrichment database","opaque","opaque",5,"pag","ged","ed","pathway","and gene enrichment","database",5
31950190,2020,"pcalistdb","pca related lifestyle database","opaque","opaque",9,"pca","tdb","db","pca","related lifestyle","database",4
32810235,2021,"pcat","pdx for childhood cancer therapeutics","opaque","opaque",4,"pca","cat","at","pdx","for childhood cancer","therapeutics",5
29126123,2018,"pedam","pediatric disease annotations & medicines","opaque","translucent",5,"ped","dam","am","pediatric","disease annotations &","medicines",4
28365721,2017,"pcppi","penicillium -crop protein-protein interactions","opaque","opaque",5,"pcp","ppi","pi","penicillium","-crop protein-protein","interactions",5
29982280,2019,"pepbdb","peptide binding database","opaque","translucent",6,"pep","bdb","db","peptide","binding","database",3
30134653,2018,"padfrag","pesticide and drug fragments","opaque","opaque",7,"pad","rag","ag","pesticide","and drug","fragments",4
23162083,2013,"ptid","pesticide-target interaction database","opaque","opaque",4,"pti","tid","id","pesticide-target","interaction","database",4
34387941,2021,"pharmgkb","pharmacogenomics knowledgebase","opaque","transparent",8,"pha","gkb","kb","pharmacogenomics","","knowledgebase",2
22559792,2012,"pkkb","pharmacokinetics knowledge base","opaque","opaque",4,"pkk","kkb","kb","pharmacokinetics","knowledge","base",3
28862395,2018,"pms_dn","phelan-mcdermid syndrome data network","opaque","opaque",6,"pms","_dn","dn","phelan-mcdermid","syndrome data","network",5
22009677,2012,"phenom","phenomics of yeast mutants","opaque","translucent",6,"phe","nom","om","phenomics","of yeast","mutants",4
27026615,2016,"phekb","phenotype knowledgebase","opaque","opaque",5,"phe","ekb","kb","phenotype","","knowledgebase",2
21507258,2011,"phemadb","phenotype microarray database","opaque","opaque",7,"phe","adb","db","phenotype","microarray","database",3
32646415,2020,"eccparacorp","physician data query","opaque","opaque",11,"ecc","orp","rp","physician","data","query",3
23396298,2013,"pipemicrodb","pigeonpea microsatellite database","opaque","opaque",11,"pip","odb","db","pigeonpea","microsatellite","database",3
28651001,2017,"pptfdb","pigeonpea transcription factors database","opaque","opaque",6,"ppt","fdb","db","pigeonpea","transcription factors","database",4
34107869,2021,"pinir","pin-ii type pis information resource","opaque","opaque",5,"pin","nir","ir","pin-ii","type pis information","resource",6
30245835,2018,"pgd","pineapple genomics database","opaque","opaque",3,"pgd","pgd","gd","pineapple","genomics","database",3
31103066,2019,"pat","placental atlas tool","opaque","opaque",3,"pat","pat","at","placental","atlas","tool",3
23426257,2013,"planform","planarian formalization","opaque","opaque",8,"pla","orm","rm","planarian","","formalization",2
28053167,2017,"pcerbase","plant cerna database","opaque","opaque",8,"pce","ase","se","plant","cerna","database",3
29040761,2018,"pcsd","plant chromatin state database","opaque","opaque",4,"pcs","csd","sd","plant","chromatin state","database",4
33546584,2021,"plantannot","plant co-expression annotation resource","opaque","translucent",10,"pla","not","ot","plant","co-expression annotation","resource",5
23688397,2013,"planex","plant co-expression database","opaque","opaque",6,"pla","nex","ex","plant","co-expression","database",4
33997360,2021,"pcpd","plant cytochrome p450 database","opaque","opaque",4,"pcp","cpd","pd","plant","cytochrome p450","database",4
30364952,2019,"ped","plant editosome database","opaque","opaque",3,"ped","ped","ed","plant","editosome","database",3
27987164,2017,"pgdbj","plant genome database japan","opaque","opaque",5,"pgd","dbj","bj","plant","genome database","japan",4
23180799,2013,"pgdd","plant genome duplication database","opaque","opaque",4,"pgd","gdd","dd","plant","genome duplication","database",4
34111777,2021,"pid","plant intron database","opaque","opaque",3,"pid","pid","id","plant","intron","database",3
27742820,2017,"piece","plant intron exon comparison and evolution","opaque","opaque",5,"pie","ece","ce","plant","intron exon comparison and","evolution",6
33079992,2021,"plncdb","plant long non-coding rna database","opaque","translucent",6,"pln","cdb","db","plant","long non-coding rna","database",6
31602478,2020,"pmiren","plant mirna encyclopedia","opaque","translucent",6,"pmi","ren","en","plant","mirna","encyclopedia",3
23725466,2013,"pmted","plant mirna target expression database","opaque","opaque",5,"pmt","ted","ed","plant","mirna target expression","database",5
24174541,2014,"p-mite","plant mite database","opaque","opaque",6,"p-m","ite","te","plant","mite","database",3
27924044,2017,"plamom","plant mobile macromolecules","opaque","opaque",6,"pla","mom","om","plant","mobile","macromolecules",3
22058132,2012,"plantnatsdb","plant nat database","opaque","transparent",11,"pla","sdb","db","plant","nat","database",3
25398903,2015,"pnrd","plant ncrna database","opaque","opaque",4,"pnr","nrd","rd","plant","ncrna","database",3
22369214,2012,"nsltpdb","plant non-specific lipid transfer protein database","opaque","translucent",7,"nsl","pdb","db","plant","non-specific lipid transfer protein","database",7
25505034,2015,"podc","plant omics data center","opaque","opaque",4,"pod","odc","dc","plant","omics data","center",4
24092884,2014,"podb","plant organelles database","opaque","opaque",4,"pod","odb","db","plant","organelles","database",3
30395277,2019,"plantpan","plant promoter analysis navigator","opaque","translucent",8,"pla","pan","an","plant","promoter analysis","navigator",4
27987179,2017,"ppdb","plant promoter database","opaque","opaque",4,"ppd","pdb","db","plant","promoter","database",3
25435546,2015,"plant-pras","plant protein annotation suite database","opaque","translucent",10,"pla","ras","as","plant","protein annotation suite","database",5
24243849,2014,"p(3)db","plant protein phosphorylation database","opaque","opaque",6,"p(3",")db","db","plant","protein phosphorylation","database",4
24980131,2014,"plant rdna","plant rdna database","opaque","transparent",10,"pla","dna","na","plant","rdna","database",3
31796964,2019,"prp","plant regulomics portal","opaque","opaque",3,"prp","prp","rp","plant","regulomics","portal",3
23161682,2013,"prgdb","plant resistance genes database","opaque","opaque",5,"prg","gdb","db","plant","resistance genes","database",4
28111365,2017,"plantrgdb","plant retrocopied gene database","opaque","translucent",9,"pla","gdb","db","plant","retrocopied gene","database",4
34059664,2021,"pssrd","plant ssr database","opaque","opaque",5,"pss","srd","rd","plant","ssr","database",3
30587128,2018,"psrn","plant stress rna-seq nexus","opaque","opaque",4,"psr","srn","rn","plant","stress rna-seq","nexus",5
34716373,2021,"ppmdb","plantpathmarks","opaque","opaque",5,"ppm","mdb","db","plantpathmarks",NA,"plantpathmarks",1
24304897,2014,"ppd","plasma proteome database","opaque","opaque",3,"ppd","ppd","pd","plasma","proteome","database",3
25593348,2015,"plasmogem","plasmodium genetic modification","opaque","translucent",9,"pla","gem","em","plasmodium","genetic","modification",3
31738435,2019,"pmbd","plastics microbial biodegradation database","opaque","opaque",4,"pmb","mbd","bd","plastics","microbial biodegradation","database",4
25270086,2014,"pigd","poaceae intronless genes database","opaque","opaque",4,"pig","igd","gd","poaceae","intronless genes","database",4
28966675,2017,"pogd","poaceae orphan genes database","opaque","opaque",4,"pog","ogd","gd","poaceae","orphan genes","database",4
32895427,2020,"pcoskbr2","polycystic ovary syndrome knowledgebase","opaque","opaque",8,"pco","br2","r2","polycystic","ovary syndrome","knowledgebase",4
22080514,2012,"polymirts","polymorphism in microrna target site","opaque","translucent",9,"pol","rts","ts","polymorphism","in microrna target","site",5
29077937,2018,"pickles","pooled in vitro crispr knockout library essentiality screens","opaque","opaque",7,"pic","les","es","pooled","in vitro crispr knockout library essentiality","screens",8
25404129,2015,"possum","possum drug search","opaque","opaque",6,"pos","sum","um","possum","drug","search",3
24857970,2014,"ptm-sd","posttranslational modification structural database","opaque","opaque",6,"ptm","-sd","sd","posttranslational","modification structural","database",4
20672376,2011,"pfsnp","potentially functional snps","opaque","translucent",5,"pfs","snp","np","potentially","functional","snps",3
27789569,2017,"pmkb","precision medicine knowledge base","opaque","opaque",4,"pmk","mkb","kb","precision","medicine knowledge","base",4
29530937,2018,"air","predicted arabidopsis interactome resource","opaque","opaque",3,"air","air","ir","predicted","arabidopsis interactome","resource",4
32103267,2020,"pdir","predicted drosophila interactome resource","opaque","opaque",4,"pdi","dir","ir","predicted","drosophila interactome","resource",4
29425804,2019,"peve","predicted endogenous viral elements","opaque","opaque",4,"pev","eve","ve","predicted","endogenous viral","elements",4
26200753,2015,"pre_gi","predicted genomic islands database","opaque","opaque",6,"pre","_gi","gi","predicted","genomic islands","database",4
23153078,2012,"p2tf","predicted prokaryotic transcription factors","opaque","opaque",4,"p2t","2tf","tf","predicted","prokaryotic transcription","factors",4
33216897,2020,"prid","predicted rat interactome database","opaque","opaque",4,"pri","rid","id","predicted","rat interactome","database",4
32542382,2020,"prmdb","predicted rna modifications in plants","opaque","opaque",5,"prm","mdb","db","predicted","rna modifications in","plants",5
29855811,2018,"p-pal","procura-palavras","opaque","opaque",5,"p-p","pal","al","procura-palavras",NA,"procura-palavras",2
31620779,2020,"pads","prokaryotic antiviral defense system arsenal","opaque","opaque",4,"pad","ads","ds","prokaryotic","antiviral defense system","arsenal",5
22096236,2012,"proopdb","prokaryotic operon database","opaque","opaque",7,"pro","pdb","db","prokaryotic","operon","database",3
33539888,2021,"ppd","prokaryotic promoter database","opaque","opaque",3,"ppd","ppd","pd","prokaryotic","promoter","database",3
25324303,2015,"p2cs","prokaryotic two-component systems database","opaque","opaque",4,"p2c","2cs","cs","prokaryotic","two-component systems","database",5
27789703,2017,"pvogs","prokaryotic virus orthologous groups","opaque","opaque",5,"pvo","ogs","gs","prokaryotic","virus orthologous","groups",4
21765097,2011,"pgat","prokaryotic-genome analysis tool","opaque","opaque",4,"pga","gat","at","prokaryotic-genome","analysis","tool",4
32190163,2020,"plsd","prospective lynch syndrome database","opaque","opaque",4,"pls","lsd","sd","prospective","lynch syndrome","database",4
23696878,2013,"pepid","prostate epigenetic database","opaque","opaque",5,"pep","pid","id","prostate","epigenetic","database",3
23868073,2013,"panther","protein analysis through evolutionary relationships","opaque","opaque",7,"pan","her","er","protein","analysis through evolutionary","relationships",5
22674824,2012,"pcddb","protein circular dichroism data bank","opaque","opaque",5,"pcd","ddb","db","protein","circular dichroism data","bank",5
22800569,2013,"pcbost","protein classification based on structural trees","opaque","opaque",6,"pcb","ost","st","protein","classification based on structural","trees",6
28011869,2017,"pcom-db","protein co-migration database","opaque","opaque",7,"pco","-db","db","protein","co-migration","database",4
31584092,2020,"pdbe-kb","protein data bank in europe-knowledge base","opaque","opaque",7,"pdb","-kb","kb","protein","data bank in europe-knowledge","base",7
21976737,2012,"pdbj","protein data bank japan","opaque","opaque",4,"pdb","dbj","bj","protein","data bank","japan",4
23203988,2013,"pdbtm","protein data bank of transmembrane proteins","opaque","opaque",5,"pdb","btm","tm","protein","data bank of transmembrane","proteins",6
33305318,2021,"ped","protein ensemble database","opaque","opaque",3,"ped","ped","ed","protein","ensemble","database",3
26673716,2016,"pfam","protein families database","opaque","opaque",4,"pfa","fam","am","protein","families","database",3
30733462,2019,"pfdb","protein folding kinetics database","opaque","opaque",4,"pfd","fdb","db","protein","folding kinetics","database",4
23772554,2013,"primos","protein interaction and molecule search","opaque","opaque",6,"pri","mos","os","protein","interaction and molecule","search",5
22067443,2012,"pina","protein interaction network analysis","opaque","opaque",4,"pin","ina","na","protein","interaction network","analysis",4
25252779,2015,"pip-db","protein isoelectric point database","opaque","opaque",6,"pip","-db","db","protein","isoelectric point","database",4
29662024,2018,"pkidb","protein kinase inhibitor database","opaque","opaque",5,"pki","idb","db","protein","kinase inhibitor","database",4
28529077,2017,"plmd","protein lysine modification database","opaque","opaque",4,"plm","lmd","md","protein","lysine modification","database",4
23624946,2013,"pmp","protein model portal","opaque","opaque",3,"pmp","pmp","mp","protein","model","portal",3
21031599,2011,"pro-mine","protein mutations in neurodegeneration","opaque","opaque",8,"pro","ine","ne","protein","mutations in","neurodegeneration",4
26339475,2015,"swisspalm","protein palmitoylation database","opaque","opaque",9,"swi","alm","lm","protein","palmitoylation","database",3
26225242,2015,"phin","protein pharmacology interaction network database","opaque","opaque",4,"phi","hin","in","protein","pharmacology interaction network","database",5
22080505,2012,"pscdb","protein structural change database","opaque","opaque",5,"psc","cdb","db","protein","structural change","database",4
22669905,2012,"psc","protein surface classification","opaque","opaque",3,"psc","psc","sc","protein","surface","classification",3
22589183,2012,"prdb","protein tandem repeat database","opaque","opaque",4,"prd","rdb","db","protein","tandem repeat","database",4
32119071,2020,"procaff","protein-carbohydrate complex binding affinity database","opaque","opaque",7,"pro","aff","ff","protein-carbohydrate","complex binding affinity","database",6
26504143,2016,"pdid","protein-drug interaction database","opaque","opaque",4,"pdi","did","id","protein-drug","interaction","database",4
34504668,2021,"pen","protein-gene expression nexus","opaque","opaque",3,"pen","pen","en","protein-gene","expression","nexus",4
26620522,2016,"ppim","protein-protein interaction database for maize","opaque","opaque",4,"ppi","pim","im","protein-protein","interaction database for","maize",6
30127348,2018,"ppins","protein-protein interaction sitesbase","opaque","opaque",5,"ppi","ins","ns","protein-protein","interaction","sitesbase",4
21063943,2011,"pride","proteomics identifications database","opaque","opaque",5,"pri","ide","de","proteomics","identifications","database",3
