"ID","pubYear","best_common","best_full","stat","bio","common_length","common_first_3","common_last_3","common_last_2"
24243849,2014,"p(3)db","Plant Protein Phosphorylation Database","opaque","opaque",6,"p(3",")db","db"
24980131,2014,"plant rdna","Plant rDNA database","opaque","transparent",10,"pla","dna","na"
31796964,2019,"prp","Plant Regulomics Portal","opaque","opaque",3,"prp","prp","rp"
23161682,2013,"prgdb","Plant Resistance Genes database","opaque","opaque",5,"prg","gdb","db"
28111365,2017,"plantrgdb","Plant Retrocopied Gene DataBase","opaque","translucent",9,"pla","gdb","db"
34059664,2021,"pssrd","plant SSR database","opaque","opaque",5,"pss","srd","rd"
30587128,2018,"psrn","plant stress RNA-Seq nexus","opaque","opaque",4,"psr","srn","rn"
34716373,2021,"ppmdb","PlantPathMarks","opaque","opaque",5,"ppm","mdb","db"
24304897,2014,"ppd","Plasma Proteome Database","opaque","opaque",3,"ppd","ppd","pd"
25593348,2015,"plasmogem","Plasmodium Genetic Modification","opaque","translucent",9,"pla","gem","em"
31738435,2019,"pmbd","Plastics Microbial Biodegradation Database","opaque","opaque",4,"pmb","mbd","bd"
25270086,2014,"pigd","Poaceae Intronless Genes Database","opaque","opaque",4,"pig","igd","gd"
28966675,2017,"pogd","Poaceae orphan genes database","opaque","opaque",4,"pog","ogd","gd"
32895427,2020,"pcoskbr2","PolyCystic Ovary Syndrome KnowledgeBase","opaque","opaque",8,"pco","br2","r2"
22080514,2012,"polymirts","polymorphism in microRNA target site","opaque","translucent",9,"pol","rts","ts"
29077937,2018,"pickles","Pooled In vitro CRISPR Knockout Library Essentiality Screens","opaque","opaque",7,"pic","les","es"
25404129,2015,"possum","PoSSuM drug search","opaque","opaque",6,"pos","sum","um"
24857970,2014,"ptm-sd","Posttranslational modification structural database","opaque","opaque",6,"ptm","-sd","sd"
20672376,2011,"pfsnp","potentially functional SNPs","opaque","translucent",5,"pfs","snp","np"
27789569,2017,"pmkb","Precision Medicine Knowledge Base","opaque","opaque",4,"pmk","mkb","kb"
29530937,2018,"air","Predicted Arabidopsis Interactome Resource","opaque","opaque",3,"air","air","ir"
32103267,2020,"pdir","Predicted Drosophila Interactome Resource","opaque","opaque",4,"pdi","dir","ir"
29425804,2019,"peve","Predicted Endogenous Viral Elements","opaque","opaque",4,"pev","eve","ve"
26200753,2015,"pre_gi","Predicted Genomic Islands database","opaque","opaque",6,"pre","_gi","gi"
23153078,2012,"p2tf","Predicted Prokaryotic Transcription Factors","opaque","opaque",4,"p2t","2tf","tf"
33216897,2020,"prid","predicted rat interactome database","opaque","opaque",4,"pri","rid","id"
32542382,2020,"prmdb","Predicted RNA Modifications in Plants","opaque","opaque",5,"prm","mdb","db"
29855811,2018,"p-pal","Procura-PALavras","opaque","opaque",5,"p-p","pal","al"
31620779,2020,"pads","prokaryotic antiviral defense system Arsenal","opaque","opaque",4,"pad","ads","ds"
22096236,2012,"proopdb","Prokaryotic Operon DataBase","opaque","opaque",7,"pro","pdb","db"
33539888,2021,"ppd","Prokaryotic Promoter Database","opaque","opaque",3,"ppd","ppd","pd"
25324303,2015,"p2cs","prokaryotic two-component systems database","opaque","opaque",4,"p2c","2cs","cs"
27789703,2017,"pvogs","Prokaryotic Virus Orthologous Groups","opaque","opaque",5,"pvo","ogs","gs"
21765097,2011,"pgat","Prokaryotic-genome Analysis Tool","opaque","opaque",4,"pga","gat","at"
32190163,2020,"plsd","Prospective Lynch Syndrome Database","opaque","opaque",4,"pls","lsd","sd"
23696878,2013,"pepid","Prostate Epigenetic Database","opaque","opaque",5,"pep","pid","id"
23868073,2013,"panther","Protein Analysis Through Evolutionary Relationships","opaque","opaque",7,"pan","her","er"
22674824,2012,"pcddb","Protein Circular Dichroism Data Bank","opaque","opaque",5,"pcd","ddb","db"
22800569,2013,"pcbost","Protein Classification Based on Structural Trees","opaque","opaque",6,"pcb","ost","st"
28011869,2017,"pcom-db","protein co-migration database","opaque","opaque",7,"pco","-db","db"
31584092,2020,"pdbe-kb","Protein Data Bank in Europe-Knowledge Base","opaque","opaque",7,"pdb","-kb","kb"
21976737,2012,"pdbj","Protein Data Bank Japan","opaque","opaque",4,"pdb","dbj","bj"
23203988,2013,"pdbtm","Protein Data Bank of transmembrane proteins","opaque","opaque",5,"pdb","btm","tm"
33305318,2021,"ped","Protein Ensemble Database","opaque","opaque",3,"ped","ped","ed"
26673716,2016,"pfam","protein families database","opaque","opaque",4,"pfa","fam","am"
30733462,2019,"pfdb","protein folding kinetics database","opaque","opaque",4,"pfd","fdb","db"
23772554,2013,"primos","Protein Interaction and Molecule Search","opaque","opaque",6,"pri","mos","os"
22067443,2012,"pina","Protein Interaction Network Analysis","opaque","opaque",4,"pin","ina","na"
25252779,2015,"pip-db","Protein Isoelectric Point database","opaque","opaque",6,"pip","-db","db"
29662024,2018,"pkidb","Protein Kinase Inhibitor Database","opaque","opaque",5,"pki","idb","db"
28529077,2017,"plmd","protein lysine modification database","opaque","opaque",4,"plm","lmd","md"
23624946,2013,"pmp","Protein Model Portal","opaque","opaque",3,"pmp","pmp","mp"
21031599,2011,"pro-mine","PROtein Mutations In NEurodegeneration","opaque","opaque",8,"pro","ine","ne"
26339475,2015,"swisspalm","Protein Palmitoylation database","opaque","opaque",9,"swi","alm","lm"
26225242,2015,"phin","protein pharmacology interaction network database","opaque","opaque",4,"phi","hin","in"
22080505,2012,"pscdb","Protein Structural Change DataBase","opaque","opaque",5,"psc","cdb","db"
22669905,2012,"psc","protein surface classification","opaque","opaque",3,"psc","psc","sc"
22589183,2012,"prdb","Protein Tandem Repeat DataBase","opaque","opaque",4,"prd","rdb","db"
32119071,2020,"procaff","protein-carbohydrate complex binding affinity database","opaque","opaque",7,"pro","aff","ff"
26504143,2016,"pdid","Protein-Drug Interaction Database","opaque","opaque",4,"pdi","did","id"
34504668,2021,"pen","Protein-gene Expression Nexus","opaque","opaque",3,"pen","pen","en"
26620522,2016,"ppim","Protein-Protein Interaction Database for Maize","opaque","opaque",4,"ppi","pim","im"
30127348,2018,"ppins","Protein-Protein Interaction Sitesbase","opaque","opaque",5,"ppi","ins","ns"
21063943,2011,"pride","Proteomics Identifications Database","opaque","opaque",5,"pri","ide","de"
23193267,2013,"pr(2)","Protist Ribosomal Reference database","opaque","opaque",5,"pr(","(2)","2)"
30217145,2018,"ppgd","Pseudocohnilembus persalinus genome database","opaque","opaque",4,"ppg","pgd","gd"
29106626,2018,"pambd","Pseudomonas aeruginosa Metabolome Database","opaque","opaque",5,"pam","mbd","bd"
25964630,2015,"psygenet","Psychiatric disorders and Genes association NETwork","translucent","translucent",8,"psy","net","et"
24340041,2013,"pogs2","Putative orthologous Groups 2 Database","opaque","opaque",5,"pog","gs2","s2"
33002111,2020,"pydish","Python-based database and analyzer for DIStortion of Heme porphyrin","opaque","opaque",6,"pyd","ish","sh"
24715219,2014,"qap","Quail Anatomy Portal","opaque","opaque",3,"qap","qap","ap"
21656910,2011,"quad","Quantitative Assay Database","opaque","opaque",4,"qua","uad","ad"
31868683,2020,"qpn","Quebec Parkinson Network","opaque","opaque",3,"qpn","qpn","pn"
34559210,2021,"qsdb","Quorum Sensing Database","opaque","opaque",4,"qsd","sdb","db"
33003203,2021,"qsidb","quorum sensing interference molecules","opaque","opaque",5,"qsi","idb","db"
26912951,2015,"rdis","Rabies Disease Information System","opaque","opaque",4,"rdi","dis","is"
33399824,2021,"bnagvd","rapeseed genomic variation database","opaque","translucent",6,"bna","gvd","vd"
21729256,2011,"rasond","RAS Oncogene Database","opaque","opaque",6,"ras","ond","nd"
30453895,2018,"ratemirs","Rat Atlas of Tissue-specific and Enriched miRNAs","opaque","translucent",8,"rat","irs","rs"
21296746,2011,"rgd","Rat Genome Database","opaque","opaque",3,"rgd","rgd","gd"
27794042,2017,"rcsb pdb","RCSB protein data bank","opaque","opaque",8,"rcs","pdb","db"
28850115,2017,"refex","Reference Expression dataset","opaque","opaque",5,"ref","fex","ex"
24259432,2014,"refseq","Reference Sequence Database","opaque","opaque",6,"ref","seq","eq"
26975833,2016,"regene","REgeneration Gene database","opaque","translucent",6,"reg","ene","ne"
26478709,2015,"rams","Register of Antarctic Marine Species","opaque","opaque",4,"ram","ams","ms"
26876983,2016,"raar","Regulators of Androgen Action Resource","opaque","opaque",4,"raa","aar","ar"
22608002,2012,"rcdb","Renal Cancer Gene Database","opaque","opaque",4,"rcd","cdb","db"
25252782,2014,"rged","Renal Gene Expression Database","opaque","opaque",4,"rge","ged","ed"
21938212,2011,"rids db","Repeats in diseases database","opaque","opaque",7,"rid"," db","db"
22140215,2011,"rac","Repository of Antibiotic resistance Cassettes","opaque","opaque",3,"rac","rac","ac"
30794542,2019,"respire","Repository of Enriched Structures of Proteins Involved in the Red Blood Cell Environment","opaque","opaque",7,"res","ire","re"
28862214,2017,"respcandb","Respiratory cancer database","opaque","translucent",9,"res","ndb","db"
27377064,2016,"rid","Retrovirus Integration Database","opaque","opaque",3,"rid","rid","id"
34022814,2021,"rpgd","Rhododendron Plant Genome Database","opaque","opaque",4,"rpg","pgd","gd"
24288368,2014,"rdp","Ribosomal Database Project","opaque","opaque",3,"rdp","rdp","dp"
25414355,2015,"rrndb","ribosomal RNA operon copy number database","opaque","opaque",5,"rrn","ndb","db"
23299411,2013,"rap-db","Rice Annotation Project Database","opaque","opaque",6,"rap","-db","db"
28529082,2017,"red","Rice Expression Database","opaque","opaque",3,"red","red","ed"
23193278,2013,"rgkbase","Rice Genome Knowledgebase","opaque","opaque",7,"rgk","ase","se"
24279809,2012,"road","Rice Oligonucleotide Array Database","opaque","opaque",4,"roa","oad","ad"
27940610,2017,"rpan","Rice Pan-genome Browser","opaque","opaque",4,"rpa","pan","an"
31872320,2019,"rsrs","Rice Stress-Resistant SNP database","opaque","opaque",4,"rsr","srs","rs"
29989091,2018,"ricyerdb","Rice Yield-related Database","opaque","opaque",8,"ric","rdb","db"
33068412,2021,"rasp","RNA Atlas of Structure Probing","opaque","opaque",4,"ras","asp","sp"
22127861,2012,"rna cossmos","RNA Characterization of Secondary Structure Motifs","translucent","translucent",11,"rna","mos","os"
32345346,2020,"repic","RNA EPItranscriptome Collection","opaque","opaque",5,"rep","pic","ic"
22976082,2012,"rmdb","RNA Mapping DataBase","opaque","opaque",4,"rmd","mdb","db"
29040692,2018,"rmbase","RNA Modification Base","opaque","opaque",6,"rmb","ase","se"
28077569,2017,"rain","RNA-protein Association and Interaction Networks","opaque","opaque",4,"rai","ain","in"
29028888,2018,"rrdb","RNA-RNA docking benchmark","opaque","opaque",4,"rrd","rdb","db"
21586118,2011,"rcgdb","Roche Cancer Genome Database","opaque","opaque",5,"rcg","gdb","db"
32849839,2020,"rigd","Rosaceae Intronless Genes Database","opaque","opaque",4,"rig","igd","gd"
22110037,2012,"sgd","Saccharomyces Genome Database","opaque","opaque",3,"sgd","sgd","gd"
25881271,2015,"stpd","Salinity Tolerant Poplar Database","opaque","opaque",4,"stp","tpd","pd"
22493538,2012,"ssa mirnas db","Salmo salar miRNAs Database","opaque","translucent",13,"ssa"," db","db"
26800248,2016,"sistr","Salmonella In Silico Typing Resource","opaque","opaque",5,"sis","str","tr"
32709339,2020,"smsd","saponin mass spectrometry database","opaque","opaque",4,"sms","msd","sd"
33553941,2021,"sarscovidb","SARS-CoV-2 infection database","opaque","transparent",10,"sar","idb","db"
29774137,2018,"sacpd","Saudi anti-human cancer plants database","opaque","opaque",5,"sac","cpd","pd"
32813752,2020,"svad","SCD-associated Variants Annotation Database","opaque","opaque",4,"sva","vad","ad"
26138588,2015,"smedgd","Schmidtea mediterranea Genome Database","opaque","opaque",6,"sme","dgd","gd"
33459764,2021,"switches","Searchable Web Interface for Topologies of CHEmical Switches","opaque","opaque",8,"swi","hes","es"
21423723,2011,"swmd","Seaweed metabolite database","opaque","opaque",4,"swm","wmd","md"
29062930,2016,"smbp","Secondary Metabolite Bioinformatics Portal","opaque","opaque",4,"smb","mbp","bp"
22701460,2012,"spwp","Seed Proteome Web Portal","opaque","opaque",4,"spw","pwp","wp"
29309507,2019,"segreg","SEG regulation database","opaque","opaque",6,"seg","reg","eg"
30202870,2019,"sequenceng","Sequencing Techniques Engine for Genomics","opaque","translucent",10,"seq","eng","ng"
23724943,2013,"sgwhc","Sex and Gender Women's Health Collaborative","opaque","opaque",5,"sgw","whc","hc"
30714194,2019,"sdred","Short-chain Dehydrogenases/Reductases Engineering Database","opaque","opaque",5,"sdr","red","ed"
24952385,2014,"shrimpgpat","Shrimp Gene and Protein Annotation Tool","translucent","translucent",10,"shr","pat","at"
26467481,2016,"signor","SIGnaling Network Open Resource","opaque","opaque",6,"sig","nor","or"
31672983,2019,"spp","Signaling Pathways Project","opaque","opaque",3,"spp","spp","pp"
33645624,2021,"kaikobase","silkworm genome database","opaque","opaque",9,"kai","ase","se"
28365723,2017,"silkpathdb","Silkworm Pathogen Database","opaque","translucent",10,"sil","hdb","db"
24165881,2014,"simap","Similarity Matrix of Proteins","opaque","opaque",5,"sim","map","ap"
29040681,2018,"smart","Simple Modular Architecture Research Tool","opaque","opaque",5,"sma","art","rt"
22759918,2012,"sskb","Sjgren's Syndrome Knowledge Base","opaque","opaque",4,"ssk","skb","kb"
29059366,2018,"sbcddb","Sleeping Beauty Cancer Driver Database","opaque","opaque",6,"sbc","ddb","db"
27297221,2016,"shspdb","small Heat Shock Proteins database","opaque","opaque",6,"shs","pdb","db"
24203708,2014,"smpdb","Small Molecule Pathway Database","opaque","opaque",5,"smp","pdb","db"
34536568,2021,"smprot","small proteins database","opaque","opaque",6,"smp","rot","ot"
29733404,2018,"spar","Small RNA-seq Portal for Analysis of sequencing expeRiments","opaque","opaque",4,"spa","par","ar"
30674925,2019,"smtb","Smooth Muscle Transcriptome Browser","opaque","opaque",4,"smt","mtb","tb"
24148649,2013,"snopy","snoRNA orthological gene database","opaque","opaque",5,"sno","opy","py"
25428362,2015,"sgn","Sol Genomics Network","opaque","opaque",3,"sgn","sgn","gn"
34344425,2021,"sorgsd","Sorghum Genome SNP Database","opaque","opaque",6,"sor","gsd","sd"
26097510,2015,"sancdb","South African Natural Compounds Database","opaque","opaque",6,"san","cdb","db"
24504151,2014,"saturn","Southern African Treatment Resistance Network","opaque","opaque",6,"sat","urn","rn"
24712981,2014,"sfgd","Soybean Functional Genomics Database","opaque","opaque",4,"sfg","fgd","gd"
24136998,2014,"soykb","Soybean Knowledge Base","opaque","translucent",5,"soy","ykb","kb"
23423175,2013,"soyprodb","soybean protein database","opaque","translucent",8,"soy","odb","db"
22661982,2012,"spd","Soybean Proteome Database","opaque","opaque",3,"spd","spd","pd"
33231322,2021,"soytd","Soybean transporter database","opaque","translucent",5,"soy","ytd","td"
32976581,2021,"stab","Spatio-Temporal cell Atlas of the human Brain","opaque","opaque",4,"sta","tab","ab"
28420402,2017,"sser","Species specific essential reactions database","opaque","opaque",4,"sse","ser","er"
30602089,2018,"stadium","Species-specific tRNA adaptive index compendium","opaque","opaque",7,"sta","ium","um"
24531082,2014,"smal","Spontaneous Mutation Accumulation Lines","opaque","opaque",4,"sma","mal","al"
23180763,2013,"seva-db","Standard European Vector Architecture","opaque","opaque",7,"sev","-db","db"
25805861,2015,"srd","Staphylococcal Regulatory RNA Database","opaque","opaque",3,"srd","srd","rd"
22121217,2012,"scde","Stem Cell Discovery Engine","opaque","opaque",4,"scd","cde","de"
28888135,2017,"strseq","STR Sequencing Project","opaque","opaque",6,"str","seq","eq"
25269378,2014,"spgdb","Streptococcus pneumoniae Genome Database","opaque","opaque",5,"spg","gdb","db"
23284744,2012,"strap","Stress Response Array Profiler","opaque","opaque",5,"str","rap","ap"
24214988,2014,"sabdab","Structural antibody database","opaque","opaque",6,"sab","dab","ab"
21472436,2011,"sbkb","Structural Biology Knowledgebase","opaque","opaque",4,"sbk","bkb","kb"
31724711,2020,"scop","Structural Classification of Proteins","opaque","opaque",4,"sco","cop","op"
24304899,2014,"scope","Structural Classification of Proteins-extended","opaque","opaque",5,"sco","ope","pe"
29087479,2018,"stcrdab","Structural T-cell Receptor Database","opaque","opaque",7,"stc","dab","ab"
30721533,2019,"simplod","Structurally-integrated database for Mutations of PLOD genes","opaque","opaque",7,"sim","lod","od"
23203869,2013,"sifts","Structure Integration with Function, Taxonomy and Sequences Resource","opaque","opaque",5,"sif","fts","ts"
24271399,2014,"sfld","Structure-Function Linkage Database","opaque","opaque",4,"sfl","fld","ld"
21292827,2011,"ssfa-gphr","Structure-Function-Analysis of Glycoprotein Hormone Receptors","opaque","opaque",9,"ssf","phr","hr"
27899614,2017,"suba4","SUBcellular location database for Arabidopsis proteins","opaque","opaque",5,"sub","ba4","a4"
26578594,2016,"sea","Super-Enhancer Archive","opaque","opaque",3,"sea","sea","ea"
21575179,2011,"sorgodb","Superoxide Reductase Gene Ontology curated DataBase","opaque","opaque",7,"sor","odb","db"
32761141,2020,"spdb","Swine Pathogen Database","opaque","opaque",4,"spd","pdb","db"
27899672,2017,"smr","SWISS-MODEL Repository","opaque","opaque",3,"smr","smr","mr"
32621601,2020,"sager","Symbiodiniaceae and Algal Genomic Resource Database","opaque","opaque",5,"sag","ger","er"
32055857,2020,"symgendb","Symbiotic Genomes Database","opaque","translucent",8,"sym","ndb","db"
33177514,2020,"savi","Synthetically Accessible Virtual Inventory","opaque","opaque",4,"sav","avi","vi"
24323624,2014,"sabre","Systematic consolidation of Arabidopsis and other Botanical Resources","opaque","opaque",5,"sab","bre","re"
23730305,2013,"sgr","Systems Genetics Resource","opaque","opaque",3,"sgr","sgr","gr"
27412095,2016,"ssbd","Systems Science of Biological Dynamics database","opaque","opaque",4,"ssb","sbd","bd"
31240309,2019,"tcr3d","T cell receptor structural repertoire database","opaque","opaque",5,"tcr","r3d","3d"
32882008,2021,"tbdb","T-box Riboswitch Annotation Database","opaque","opaque",4,"tbd","bdb","db"
33156327,2021,"tcrd","Target Central Resource Database","opaque","opaque",4,"tcr","crd","rd"
34679164,2021,"t-ardis","Target-Adverse Reaction Database Integrated Search","opaque","opaque",7,"t-a","dis","is"
33993461,2021,"tupdb","Target-Unrelated Peptide Data Bank","opaque","opaque",5,"tup","pdb","db"
26131021,2015,"taxkb","Taxane knowledge base","opaque","opaque",5,"tax","xkb","kb"
25224438,2014,"tmdb","Tea Metabolome database","opaque","opaque",4,"tmd","mdb","db"
30913342,2019,"tpia","Tea Plant Information Archive","opaque","opaque",4,"tpi","pia","ia"
25792605,2015,"telopin","Telomeric Proteins Interaction Network","opaque","opaque",7,"tel","pin","in"
32727974,2020,"tempura","TEMPeratures of Usual and RAre prokaryotes","opaque","opaque",7,"tem","ura","ra"
32265943,2020,"toast","Test Of Arabidopsis Space Transcriptome","opaque","opaque",5,"toa","ast","st"
30810209,2019,"tcgd","Tetrahymena Comparative Genomics Database","opaque","opaque",4,"tcg","cgd","gd"
23482072,2013,"tetrafgd","Tetrahymena functional genomics database","opaque","opaque",8,"tet","fgd","gd"
21253873,2011,"tged","Tetrahymena Gene Expression Database","opaque","opaque",4,"tge","ged","ed"
22434841,2012,"tgd","Tetrahymena Genome Database","opaque","opaque",3,"tgd","tgd","gd"
23406793,2013,"t-hod","Text-mined Hypertension, Obesity and Diabetes candidate gene database","opaque","opaque",5,"t-h","hod","od"
33258964,2020,"thrsdb","Thai Rice Starch Database","opaque","opaque",6,"thr","sdb","db"
21383924,2011,"tami","The Antimicrobial Index","opaque","opaque",4,"tam","ami","mi"
22140109,2012,"tair","The Arabidopsis Information Resource","opaque","opaque",4,"tai","air","ir"
26208906,2015,"tanric","The Atlas of Noncoding RNAs in Cancer","opaque","opaque",6,"tan","ric","ic"
29157087,2018,"thanatos","The Autophagy, Necrosis, ApopTosis OrchestratorS","opaque","opaque",8,"tha","tos","os"
30053266,2018,"tc3a","The Cancer 3' UTR Atlas","opaque","opaque",4,"tc3","c3a","3a"
31015229,2019,"tcea","The Cancer Editome Atlas","opaque","opaque",4,"tce","cea","ea"
29092939,2017,"tcpa","The Cancer Proteome Atlas","opaque","opaque",4,"tcp","cpa","pa"
23093603,2013,"toppr","The Online Protein Processing Resource","opaque","opaque",5,"top","ppr","pr"
23293959,2013,"3dmet","Three-dimensional structure database of natural metabolites","opaque","opaque",5,"3dm","met","et"
27168721,2016,"tccr","Thyroid Cancer and Tumor Collaborative Registry","opaque","opaque",4,"tcc","ccr","cr"
29036590,2018,"tissgdb","Tissue specific Gene DataBase in cancer","opaque","translucent",7,"tis","gdb","db"
27543790,2017,"tscd","Tissue-Specific CircRNA Database","opaque","opaque",4,"tsc","scd","cd"
31680168,2020,"tsea-db","Tissue-Specific Enrichment Analysis DataBase","opaque","opaque",7,"tse","-db","db"
24466070,2014,"tgrd","Tomato Genomic Resources Database","opaque","opaque",4,"tgr","grd","rd"
32829394,2020,"tgv","Tomato Genomic Variation","opaque","opaque",3,"tgv","tgv","gv"
25392424,2015,"topdb","Topology Data Bank of Transmembrane Proteins","opaque","opaque",5,"top","pdb","db"
23515433,2013,"tiara","Total Integrated Archive of short-Read and Array","opaque","opaque",5,"tia","ara","ra"
34407614,2021,"tap","Tracking Air Pollution in China","opaque","opaque",3,"tap","tap","ap"
34273956,2021,"tcm-blast","traditional Chinese Medicine Basic Local Alignment Search Tool","opaque","opaque",9,"tcm","ast","st"
23203875,2013,"tcmid","Traditional Chinese Medicine Integrated Database","opaque","opaque",5,"tcm","mid","id"
24735618,2014,"tcmsp","traditional Chinese medicine systems pharmacology database and analysis platform","opaque","opaque",5,"tcm","msp","sp"
34244719,2021,"tidb","Trained Immunity DataBase","opaque","opaque",4,"tid","idb","db"
26066708,2015,"trrust","transcriptional regulatory relationships unravelled by sentence-based text-mining","opaque","opaque",6,"trr","ust","st"
30846808,2019,"tacco","Transcriptome Alterations in CanCer Omnibus","opaque","opaque",5,"tac","cco","co"
26578693,2016,"tenor","Transcriptome ENcyclopedia Of Rice","opaque","opaque",5,"ten","nor","or"
24675620,2014,"tibs","Transcriptome of Irritable Bowel Syndrome","opaque","opaque",4,"tib","ibs","bs"
32277449,2020,"tgp","TransGene Promoters","opaque","opaque",3,"tgp","tgp","gp"
23071747,2012,"trip","TRansient receptor potential channel-Interacting Protein Database","opaque","opaque",4,"tri","rip","ip"
21177659,2011,"tmpad","TransMembrane Protein Helix-Packing Database","opaque","opaque",5,"tmp","pad","ad"
24225317,2014,"tcdb","Transporter Classification Database","opaque","opaque",4,"tcd","cdb","db"
32512488,2020,"ttrmdb","Transthyretin mutant database","opaque","opaque",6,"ttr","mdb","db"
25413576,2014,"treeshrewdb","Tree shrew database","opaque","transparent",11,"tre","wdb","db"
29234333,2017,"tassrdb","Triticum aestivum SSR database","opaque","opaque",7,"tas","rdb","db"
25324314,2015,"ttsmi","TTS Mapping and Integration","opaque","opaque",5,"tts","smi","mi"
22209237,2012,"mtcid","Tuberculosis clinical isolate genetic polymorphism database","opaque","opaque",5,"mtc","cid","id"
33179754,2021,"tisch","Tumor Immune Single Cell Hub","opaque","opaque",5,"tis","sch","ch"
33729437,2021,"tie","Tumor IsomiR Encyclopedia","opaque","opaque",3,"tie","tie","ie"
23066107,2013,"tsgene","Tumor Suppressor Gene database","opaque","translucent",6,"tsg","ene","ne"
30223042,2018,"tsnadb","tumor-specific neoantigen database","opaque","opaque",6,"tsn","adb","db"
23226127,2012,"umcd","UCLA Multimodal Connectivity Database","opaque","opaque",4,"umc","mcd","cd"
22080555,2012,"arcog","UCSC Archaeal Genome Browser","opaque","opaque",5,"arc","cog","og"
26199991,2015,"ucdb","Ulcerative Colitis Database","opaque","opaque",4,"ucd","cdb","db"
22218860,2012,"unihi","Unified Human Interactome","opaque","opaque",5,"uni","ihi","hi"
23314752,2013,"univio","Uniformed Viewer for Integrated Omics","opaque","opaque",6,"uni","vio","io"
27813701,2017,"uncleprot","Universal Nuclear Protein database of barley","opaque","translucent",9,"unc","rot","ot"
25378322,2015,"uniprobe","Universal PBM Resource for Oligonucleotide Binding Evaluation","opaque","opaque",8,"uni","obe","be"
21447597,2011,"uniprotkb","Universal Protein Resource","translucent","translucent",9,"uni","tkb","kb"
27242032,2016,"ursdb","Universe of RNA Structures DataBase","opaque","opaque",5,"urs","sdb","db"
21876203,2011,"upb","Urinary Protein Biomarker","opaque","opaque",3,"upb","upb","pb"
25935546,2015,"u-care","user-friendly Comprehensive Antibiotic resistance Repository of Escherichia coli","opaque","opaque",6,"u-c","are","re"
23568467,2013,"violin","Vaccine Investigation and Online Information Network","opaque","opaque",6,"vio","lin","in"
33095866,2021,"varadb","variation annotation database","opaque","translucent",6,"var","adb","db"
22715306,2012,"vptd","vegetable phytochemicals and their target database","opaque","opaque",4,"vpt","ptd","td"
28365718,2017,"verseda","vertebrate secretome database","opaque","opaque",7,"ver","eda","da"
24267744,2013,"vto","Vertebrate Taxonomy Ontology","opaque","opaque",3,"vto","vto","to"
31837751,2019,"vetcot","Veterinary Trauma Registry","opaque","opaque",6,"vet","cot","ot"
26644460,2016,"viggs","Vigna Genome Server","opaque","opaque",5,"vig","ggs","gs"
31245720,2018,"vpgd","VIGS phenomics and functional genomics database","opaque","opaque",4,"vpg","pgd","gd"
33594411,2021,"viralhostrangedb","Viral Host Range database","opaque","transparent",16,"vir","edb","db"
31598702,2020,"visdb","Viral Integration Site DataBase","opaque","opaque",5,"vis","sdb","db"
22160653,2012,"vhot","viral microRNA host target","opaque","opaque",4,"vho","hot","ot"
33094321,2021,"vptmdb","viral posttranslational modification database","opaque","opaque",6,"vpt","mdb","db"
22735743,2012,"vip db","VIral Protein domain DataBase","opaque","opaque",6,"vip"," db","db"
21769196,2011,"vpdb","Viral Protein Structural Database","opaque","opaque",4,"vpd","pdb","db"
30465539,2018,"vcgdb","Virtual Chinese Genome Database","opaque","opaque",5,"vcg","gdb","db"
23734609,2013,"vammpire","Virtually Aligned Matched Molecular Pairs Including Receptor Environment","opaque","opaque",8,"vam","ire","re"
22067448,2012,"vfdb","virulence factor database","opaque","opaque",4,"vfd","fdb","db"
30265627,2018,"viperdb","Virus Particle ExploreR data base","opaque","opaque",7,"vip","rdb","db"
30593617,2019,"vipr","Virus Pathogen Resource","opaque","opaque",4,"vip","ipr","pr"
24304891,2014,"virus variation","Virus Variation Resource","opaque","transparent",15,"vir","ion","on"
31274965,2019,"vms-share","Visual Mass-Spec Share","opaque","opaque",9,"vms","are","re"
32509450,2020,"virdb","Vitiligo Information Resource","opaque","opaque",5,"vir","rdb","db"
27242836,2016,"vespucci","Vitis Expression Studies Platform Using COLOMBOS Compendia Instances","opaque","opaque",8,"ves","cci","ci"
32221380,2020,"weibi","Wei Biological Interactions Database","opaque","opaque",5,"wei","ibi","bi"
33181826,2020,"wgvd","Wheat Genome Variation Database","opaque","opaque",4,"wgv","gvd","vd"
25466819,2015,"watrefnet","White Adipose Tissue Health Reference Network","opaque","opaque",9,"wat","net","et"
33216899,2020,"wcsdb","Wild Coffee Species database","opaque","opaque",5,"wcs","sdb","db"
26078228,2015,"wfrgdb","Wood-Formation Related Genes database","opaque","opaque",6,"wfr","gdb","db"
33756618,2021,"wco-lite","World Catalogue of Opiliones","opaque","opaque",8,"wco","ite","te"
32431267,2020,"wwarn","WorldWide Antimalarial Resistance Network","opaque","opaque",5,"wwa","arn","rn"
29533231,2018,"wwpdb","Worldwide Protein Data Bank","opaque","opaque",5,"wwp","pdb","db"
23172286,2013,"wddd","Worm Developmental Dynamics Database","opaque","opaque",4,"wdd","ddd","dd"
24013926,2013,"xdb","Xeno-glycomics database","opaque","opaque",3,"xdb","xdb","db"
23125366,2013,"xenbase","Xenopus model organism database","transparent","translucent",7,"xen","ase","se"
23134687,2012,"ygd","Yak Genome Database","opaque","opaque",3,"ygd","ygd","gd"
30048518,2018,"yarg","Yeast Arsenic-Related Genes","opaque","opaque",4,"yar","arg","rg"
